Name,Price
Zoey Brown,323.0421759
Aryana Mcclain,855.9597219
Regina Boone,790.9551764
Kenneth Wallace,891.0373444
Aliana Lamb,433.8656778
Darren Cole,761.6433355
Abril Hopkins,002.861348347
Amina Montoya,959.317844
Grant Forbes,394.784691
Brendon Johns,100.8857686
Tessa Kemp,81.16639745
Maggie Jacobson,503.7677896
Antwan Aguilar,747.0357831
Giovani Waller,152.8159259
Anya Mendoza,587.2202223
Samara Bradshaw,972.0237401
Zander Fowler,300.7003888
Dakota Gardner,403.9815614
Karlee Shaffer,222.926781
Valentin Meyer,782.4100707
Precious Yang,786.1900704
Zechariah Atkins,816.1439694
Eliezer Hayden,37.2692789
Jordyn Terrell,565.4974364
Lee Salas,447.3195994
India Campos,178.118327
Gabriela Fowler,607.402063
Ali Strong,304.9317335
Clark Hendricks,256.8283134
Van Boone,156.9348772
Kathleen Serrano,407.66397
Ryker Alvarado,20.6402676
Rolando Bishop,529.528856
Virginia Mcpherson,722.6826816
Madden Charles,413.6636113
Shannon Odonnell,713.5689249
Kane Clarke,942.4492206
Eva Shepherd,803.0040893
Maeve Koch,389.591807
Kali Warren,861.2127742
Claudia Melendez,388.9724038
Tatum Moreno,52.80752962
Denise Stevens,96.23255937
Alden Reid,175.7088686
Dallas Gordon,85.81027743
Tessa Farley,238.3964334
Kristopher Nguyen,398.8103906
Amanda Beard,924.3889569
Ella Conley,228.9185558
Aurora Jennings,666.8570562
Leonardo Bolton,635.9343858
Danica Dudley,884.1390529
Frankie Washington,603.5980351
Katherine Clements,122.6121991
Jamir Myers,987.6669827
Cameron Bass,631.2650516
Myah Klein,189.3362532
Dashawn Mcbride,548.3413295
Elle Chapman,196.909312
Donovan Rivers,21.06900514
Camilla Mills,273.9638678
Aditya Turner,60.8787087
Luis Henderson,982.2954949
Alanna Richardson,395.0382845
Tristen Obrien,501.9065814
Pedro Rose,977.7204637
Raegan Dixon,43.07713732
Jamarcus Delacruz,85.95862062
Alice Coleman,25.13125045
Brayden Skinner,832.2757066
Michelle Avila,446.6990698
Mercedes Mahoney,273.0802273
Bianca Cortez,688.1362219
Drake Davenport,133.4250747
Edith Daniels,532.4719124
Arturo House,188.2708888
Xander Holden,926.5069582
Logan Guerrero,760.5062378
Quintin Matthews,246.089701
Rigoberto Porter,77.41793036
Franklin Steele,259.8595988
Giovani Kline,205.3652506
Elian Hahn,316.3782488
Kelsey Chase,591.9558035
Alonzo Maynard,122.6688527
Kayleigh Krause,934.8388862
Greta Liu,103.2772661
Deangelo Little,785.5476444
Arturo Watkins,40.01394256
Ty Jennings,126.5136238
Angel Gillespie,987.8211926
Cecilia Zhang,977.7917196
Tabitha Morse,999.9957984
Rocco Hinton,885.8446601
Santiago Underwood,648.4449837
Sanaa Booth,837.3397099
Brodie Sandoval,747.2653526
Dax Ritter,322.160219
Sanaa Knapp,868.96473
Hugh Russo,876.7675852
Arjun Winters,522.1023163
Elisa Bryant,555.1415035
Sherlyn Wu,297.9246002
Juliet Weber,73.23872233
Greyson Hayden,543.6819417
Grant King,752.025649
Gina Key,247.8460159
Quinn Johnston,142.727584
Armani Leon,902.1984891
Gemma Hartman,42.3130696
Rohan Lam,631.7675677
Marlie David,651.1555997
Tanya Dean,518.8816293
Payten Costa,127.9287039
Juliana Hebert,210.7429124
Kole Pena,691.2996356
Priscilla Bush,874.1592993
Preston Phelps,146.8942233
Kaitlynn Rivera,26.31707703
Amiya Erickson,509.7708058
Allyson Hutchinson,538.286835
Jolie Charles,886.7185409
Laylah Mccarty,211.047869
Jaycee Crosby,623.7302329
Jaelyn Wiley,602.1636405
Jabari Hayden,479.3013573
Braeden Cummings,923.5276694
Emmy Hubbard,549.97203
Kamron Branch,653.818918
Jensen Yu,116.9543638
Sean Lloyd,42.25033665
Axel Sloan,630.4406413
Yamilet Grant,801.9742107
Raiden Mercer,558.0787013
Braylon Avery,186.4140851
Marlee Kerr,509.0065275
Harry Chan,331.1755881
Wayne Hess,881.7517263
Wilson Espinoza,531.0624118
Dallas Herring,102.4833189
Blaine Mathis,135.652145
Raul Potts,733.3308373
Immanuel Heath,262.3736097
Caylee Riddle,252.015116
Alia Wilson,80.27781682
Glenn Herring,60.6021552
Noelle Waters,647.363123
Quintin Mcintosh,760.079967
Violet Mcclure,934.2959211
Anya Bullock,95.79843704
Abdullah Moon,886.7239078
Nikolai Snyder,336.1235281
Davin Vance,57.29617496
Darwin Ayala,746.6754178
Makenzie Vincent,836.5610417
America Dennis,385.7285146
Rowan Houston,733.4042884
Ahmed Pace,592.5664294
Rory Rivas,547.4292228
Alvaro Hodge,542.4687698
Chance Decker,923.2930376
Weston Hensley,196.4233341
King Chen,34.80941921
Roselyn Christensen,875.3404392
Bryant White,777.1490263
Remington Wang,158.4316306
Santos Chan,105.9499211
Nia Barnes,278.3228441
Rory Cervantes,809.2954825
Marques Wise,786.7616227
Giada Potter,495.5833387
Camden Herman,433.1995205
Jarrett Mueller,911.5471523
Amya Gray,44.90712959
Abagail Bird,469.8022223
Madison Mclaughlin,142.4953086
Yoselin Hodges,399.5424268
Kyan Griffith,348.6647504
Marley Ward,604.8838948
Emilia Chandler,958.6707958
Guillermo Soto,7.804070803
Darion Oconnor,737.7995439
Piper Johnston,881.9098265
Kelly Rhodes,42.83683832
Nathan Ingram,896.1732106
Collin Castro,157.7748733
Shyla Clay,214.5462104
Cristofer Stevenson,701.6541147
Colten Rollins,156.0875036
Ansley Hood,756.7059728
Armani Shaw,242.75427
Kinley Patton,907.214358
Anabella Bailey,609.7498346
Aaron Hayes,527.9338293
Chelsea Duke,891.0645176
Justice Tran,482.8143552
Denzel Bass,364.3933528
Macey Hines,880.5716808
Eduardo Lang,180.9397001
Xiomara Richardson,750.8306931
Marquise Kidd,400.6810148
Katherine Ruiz,632.7596155
Areli Burch,94.37447603
Jacoby Evans,580.472839
Cassidy Kemp,136.2447247
Cierra Pacheco,422.9148492
Randall Shannon,660.7251766
Chaya Phillips,141.7183397
Fiona Webb,452.5902146
Braydon Spencer,515.1412688
Patricia Mathews,654.8062279
Karla Miller,44.83721416
Jerimiah Russo,529.6710274
Jaidyn Leblanc,641.5896318
Eliana Montgomery,378.9096025
Tobias Woodward,47.79534569
Dominic Mercado,313.579182
Carley Baldwin,324.9614582
Noel Campbell,105.0676371
Casey Dunlap,121.0537189
Davian Sellers,187.4617471
Lilia Daniels,708.2359441
Orion Mcintyre,942.8467045
Julio Short,519.7271919
Elian Nunez,15.73459529
Howard Bauer,735.667158
Livia Tapia,952.7944274
Dayton Parker,432.2531759
Jovany Mahoney,611.013056
Asa Tate,904.725316
Keshawn Fisher,845.7632253
Jakobe Pittman,683.3885689
Dominic Knox,545.6232723
Gillian Trujillo,976.4910484
Shiloh Chambers,612.9342817
Dorian Watson,438.4686228
Sergio Perry,27.46490478
Laylah Phillips,576.0534362
Judith Roman,874.4143238
Omar Franco,313.3387563
Julius Owens,936.9187642
Damari Carson,868.5382761
Lexi Santiago,822.1176938
Barrett Estes,152.2894293
Jimmy Blackburn,703.2386677
Reina Small,354.6933536
Mia Vega,982.7136497
Dixie Carney,935.8820753
Alexandria Whitehead,573.8069084
Nicholas Newton,238.0783478
Jovani Kelly,692.2195609
Anika Forbes,304.2779398
Lawrence Carpenter,633.6116498
Abraham Good,852.5551173
Alivia Watts,199.0014247
Aniya Holder,996.3914238
Liliana Hayes,490.301434
Alexa Christian,488.2627041
Taryn Green,934.6134506
Wesley Levine,354.8766869
Aryanna Coffey,119.5541686
Moises Reyes,180.8183747
Darius Stephens,307.8960782
Diamond Benjamin,345.1229369
Amaya Stone,200.8820014
Abbey Stevenson,897.0925997
Marlie Lloyd,3.439029091
Jason Horton,157.0515789
Brenna Green,462.3310484
Dwayne Best,517.8292668
Giancarlo Giles,897.6253314
Jaydon Romero,85.96370201
Connor Rosales,993.2993409
Melina Marshall,146.7446565
Emelia Bowen,639.2901588
Ruby Mata,237.2916141
Melody Obrien,449.2992092
Shawn Beasley,680.8240266
Kinley Juarez,347.6731274
Haven Bates,198.5034921
Lillian Wiley,14.40052685
Arabella Trujillo,796.9959341
Ethan Caldwell,559.4289438
Carley Ferrell,749.3802101
Chaim Gross,396.1045018
Jaime Wilkinson,965.9434021
Ashlynn Page,971.7387001
Ariel Howell,271.6249475
Darren Singleton,406.560033
Avah Griffin,943.0861157
Cassidy Santos,531.7863001
Nasir Cole,469.8055701
Josh Kelley,504.9333914
Aisha Carroll,620.3756927
Gilbert Krueger,225.0191205
Alyson Randall,780.4310627
Tyrone Lucas,446.0873176
Howard Wu,938.3590512
Jerry Levine,475.898905
Kelsie Jacobson,900.0842493
Kaden Norman,368.4850276
Conrad Pineda,131.561701
Salvador Conner,36.05511399
Ryan Heath,73.43345529
Rayan Espinoza,197.6824697
Carleigh Parks,149.8778382
Richard Welch,364.8972751
Dillan Petty,129.583566
Yair Fisher,703.7262651
Pranav Baldwin,108.7671464
Kaitlin Fox,163.0414529
Carina Cameron,383.0449288
Kaylah Nixon,141.2235631
Davian Bender,141.896701
Skyla Liu,627.8912485
Kiley Hardin,114.1727097
Kylan Simmons,832.821331
Ryland Camacho,569.672081
Eliza Crawford,909.6839957
Jasmine Orozco,703.7448852
Leonard Watts,885.1661802
Justice Marsh,902.351045
Leyla Stanley,243.3927291
Tanya Cabrera,178.3543201
Enzo Munoz,403.9106568
Sydnee Mcintosh,519.8083879
June Torres,513.5707818
Tess Maxwell,622.9319198
Oscar Moses,322.902477
Susan Crane,641.6065185
Mary Barajas,122.468112
Kenley Fleming,183.4835768
Ross Miles,711.3555905
Sabrina Bryant,608.8004897
Konner Burke,374.5048544
Preston Martinez,908.6524929
Aimee Mills,513.0874531
Araceli Escobar,919.3782999
Alma Powers,673.290221
Selina Logan,377.8639768
Miriam Winters,658.7506873
Jakobe Irwin,951.0482337
Khloe Oneal,286.5604503
Nicholas Huerta,663.8945022
Arnav Porter,367.8334276
Jeramiah Murillo,755.1288577
Jenny Medina,142.4583929
Kasey Chavez,930.2669371
Amari Waters,624.6402649
Emerson Delgado,744.2385071
Mikayla Marsh,704.6227964
Marco Garrett,594.9903445
Terrell Branch,588.5961599
Cyrus Robles,314.4727106
Nathaly Ali,546.1904479
Chandler Ayers,538.810676
Leia Sexton,719.4042549
Selena Strong,85.48902012
Heidi Charles,461.8452763
Louis Petersen,798.2594204
Gloria Warren,60.63991852
Julia Morton,698.6968795
Brenden Wang,637.4028195
Frankie Lamb,102.8930103
Zayne Carlson,291.0024953
Kinley Herrera,963.2963297
Kiley Haas,322.3544233
Dana Murray,672.1078856
Bella Bush,250.9602214
Solomon Hartman,837.9788309
Hannah Hinton,207.2601274
Bobby Moyer,648.9642369
Isabela Frey,106.9302186
Jamal Bates,774.9107906
Coby Wood,267.486986
Mitchell Wolfe,120.6104484
Marley Mendez,115.5828213
Deegan Stanton,79.14411428
London Burns,364.0515548
Clara Francis,917.5106447
Serena Butler,773.3666355
Kristen Horton,25.23014904
Terrence Bullock,46.66863311
Clarence Hoffman,905.7532189
Braiden Sloan,499.9196014
Jorden Vargas,372.1792957
Leyla Molina,207.2752874
Jayden Paul,780.1260909
Aryan Small,610.1576193
Makhi Stevens,720.8060146
Samantha Parsons,784.1565468
Callie Cantu,631.1490755
Clarence Rosario,411.5538174
Katherine Randolph,69.82531753
Gaven Gonzalez,537.2554961
Angela Peterson,961.2406631
Alberto Beltran,573.0812359
Rylan Cannon,226.7774242
Lena Frey,23.81557048
Lucille Raymond,703.0398759
Kyra Mendez,286.4887489
Angelique Fernandez,689.4729124
Zoie Lin,381.1262218
Charlie Mendez,456.5463707
Javier House,815.4391545
Brynlee Watts,607.6732927
Lara Berg,272.3558007
Jose Miles,357.4330521
Shawn Soto,132.6275892
Emmy Fritz,835.6096654
Roman Morse,421.5076559
Catherine Holloway,658.4711033
Brooke Harmon,937.9365031
Bria Mejia,685.2262488
Taylor Green,991.3861759
Maximo Calderon,967.2471076
Leroy Cross,584.1709334
Jazlynn Dickson,911.1402158
Kamari Wade,798.9979393
Litzy Boyd,53.49771769
Camila Manning,988.8971591
Deven Strickland,878.2533979
Aryan Sharp,438.4242278
Shaylee Blackwell,262.381828
Taylor Archer,928.2347873
Leia Leonard,274.2427942
Antwan Small,702.8165817
Karley Burton,520.701833
Josue Schroeder,125.1018179
Roy Mcconnell,282.8682389
Ashlynn Douglas,300.9037698
Addyson Gutierrez,147.3008096
Liliana Stein,513.2908767
Jerome Ponce,27.85018745
Sienna Craig,479.8799661
Briana Obrien,835.487074
Zander Abbott,343.8245048
Sergio Lamb,804.140478
Sophia Blair,12.00992954
Holden Sanchez,822.2096776
Bradyn Jacobson,401.6300592
Shyann Underwood,135.3925215
Jaron Cummings,627.2172989
Andres Hines,780.1521657
Alexandra Keller,339.2687341
Chanel Ali,646.9613564
Nicolas Choi,486.8273863
Nolan Rangel,951.099794
Zachary Conrad,75.28728178
Jocelynn Mclean,190.8929207
Teagan Flowers,69.31886309
Monserrat Santos,367.695956
Carleigh Rollins,101.8716316
Mylee Frederick,289.1135843
Gianni Lindsey,105.3058638
Jaylee Jacobs,815.557907
Jazlene Maldonado,908.8497459
Brooklyn Estrada,335.2382724
Kieran Chandler,745.1082653
Alec Clay,809.0486885
Adolfo Ramsey,210.3995529
Briana Boone,771.579879
Porter Woods,856.283169
Madilynn Krause,743.2065592
Bradley Chan,146.1254363
Emely Beck,485.5107486
Alijah Moon,990.3991688
Irene Walker,687.0793112
Derick Vance,960.0310868
Marley Erickson,829.1601619
Yael Arnold,659.9134034
Nathaniel Fritz,157.3734718
Solomon Weber,207.2785334
Jaelynn Sampson,824.5837392
Alice Jones,991.2511725
Zain Lloyd,501.639211
Sanai David,346.3203171
Regan Hendrix,735.4292155
Chasity Macdonald,772.493084
Diego Webster,884.4256685
Madalynn Fuentes,690.0396367
Reid Miles,853.9448443
Elyse Mclean,960.5717405
Daniella Yoder,532.932449
Gilbert Galvan,48.95330105
Byron Dalton,878.146237
Tania Stone,884.9660766
Rene Blair,176.8005171
Thomas Mayo,59.74546758
Lorelei Potts,557.1398491
Alivia Newman,181.1987803
Madeline Wall,734.8124047
Memphis Morris,145.3286696
Amelie Gallagher,515.6842339
Caiden Elliott,705.4481056
Paige Anthony,708.568688
Ezequiel Kelley,944.0807205
Armani Larsen,144.2550383
Logan Foster,114.80695
Ryker French,241.3624919
Kristopher Lewis,698.7856528
Mina Barber,543.8519741
Muhammad Durham,168.2915383
Davin Woodard,381.2093838
Brynlee Leon,481.6816461
Lorenzo Carey,674.5784642
Kristian Rosario,459.5827747
Phoenix Cherry,643.6512708
Amaya Warner,947.6389831
Dax Murphy,232.281259
Deborah Wang,43.98118512
Cannon King,538.5479048
Patricia Hatfield,950.8824053
Damaris Baird,611.3076562
Lucia Brandt,455.3597629
Jax Whitney,769.0010181
Kamryn Andersen,253.4987161
Arely Norman,607.9339138
Lina Fernandez,246.4241461
Quincy Hardy,229.2860724
Melissa Riley,484.1152039
Finnegan Johnston,272.6631998
Luna Porter,248.8820451
Perla Santana,478.930009
Patrick Stewart,244.5434595
Weston Mitchell,588.0259933
Branson Bray,239.9213153
Macie Foley,626.7354346
Humberto Hester,724.002758
Kolten Riddle,333.3894154
Mila Russo,43.04898386
Kassidy Townsend,695.228597
Briley Allen,876.5885265
Madalyn Pineda,413.130613
Ivan Todd,199.219463
Roger Sheppard,753.3358068
Leia Mora,387.9070279
Dylan Wu,526.031335
Ashtyn Webster,8.002930391
Jaylah Hall,575.2311379
Adrien Potter,753.9648763
Sam Morgan,152.4645902
Micheal Griffith,783.5650927
Samir Barnes,671.9944733
Moriah Franklin,933.0643564
Kadence Herrera,840.5276075
Tripp Wiley,309.8479703
Raul Marks,533.3108154
Noelle Hinton,569.3115558
Jaron White,301.6916728
Martin Young,767.6663512
Rylan Stanley,528.0506006
Ramiro Bennett,159.1656609
Kinley Blackburn,195.9949943
Ariella Galloway,752.3365719
Arthur Flynn,148.1377647
Reagan May,627.9105248
Teresa Copeland,131.3243587
Joslyn Estrada,643.7676939
Jesse Riggs,323.4796612
Clare Quinn,650.2821555
Vaughn Osborn,806.6315337
Troy Hendricks,484.3437127
Felipe Roach,689.8924241
Maya Orozco,60.06823597
Sheldon Mejia,529.029688
Ismael Jacobson,240.7488075
Michaela Hunter,104.0818322
Rachel Jensen,250.6364602
Aubree Levine,718.5430498
Shawn Archer,725.1147814
Payten Barton,8.287931658
Dominique Bowen,248.2631413
Porter Estes,162.8645337
Cortez Casey,6.018133968
Thalia Woodard,173.4941662
Alison Pittman,390.4694954
Brendon Ford,146.3529844
Asa Delgado,896.673829
Dangelo Skinner,946.3169164
Dillan Hudson,585.4711707
Dominique Aguirre,324.7661408
Audrey Glenn,205.3539584
Jamari Allison,585.8185057
Kelton Manning,793.7891524
Roman Gill,205.5506885
Emmalee Levy,57.43125761
Marisa Humphrey,941.7832704
Joselyn Barron,113.6999842
Maliyah Haley,662.9547345
Ishaan Yoder,856.1402374
Madelynn Novak,808.6267046
Alex Tapia,495.1279799
Justus Gould,712.1079424
Alison Duffy,857.1151352
Jazmyn Cabrera,410.6233281
Daniella Humphrey,734.1951506
Ayla Ward,966.6364833
Harrison Sanders,976.8844518
Gemma Leonard,946.8494611
Stella Calhoun,888.3531479
Richard Santos,536.6473616
Austin Valenzuela,429.7904746
Felipe Rasmussen,808.851359
Issac Salas,899.5748043
Aileen Hoover,125.4563704
Curtis Conway,370.9841413
Wendy Mathews,868.1855784
Jalen Singh,169.7894986
Adalyn Schmidt,239.2975471
Phoenix Bradford,591.8835057
Maximo Rangel,726.4599054
Sofia Stein,259.1054142
Yuliana Ayers,452.3753681
Riya Mendoza,474.1077513
Francisco Cain,508.6102568
Helena Norton,383.4764968
Damian Barr,342.2042387
Madisyn Dorsey,519.7297548
Jake Wiggins,179.0261972
Marlee Hardy,272.1229729
Ayana Palmer,417.1016748
Adison Hampton,315.1913051
Royce Riley,632.3087236
Keith Sherman,15.77384073
Sarah Daniel,914.6609372
Braylen Ramirez,727.609762
Raquel Cooley,395.7519844
Yurem Warner,195.1948091
Zayden Lawson,494.8131802
Janiyah Buckley,532.1536637
Emilio Chung,627.0664298
Layla Middleton,817.4129219
Emerson Chan,766.3118989
Dulce Leon,398.6382384
Jensen Fritz,334.7597178
Ryker Blake,571.6078804
Mathew Singh,35.50233289
Jacquelyn Compton,715.9290887
Kaya Deleon,243.2406594
Sofia Chapman,431.574911
Brenna Guerrero,302.6913413
Karma Estrada,491.3876448
Elianna Caldwell,764.0608506
Renee Collins,876.5117578
Max Irwin,410.3594969
Gracelyn Horton,437.5294214
Malaki Patton,258.9875566
Ahmed Crosby,938.3204904
Elliot Monroe,483.1078974
Nataly Leblanc,953.1975791
Dillan Harding,153.7856149
Kristopher Bryan,831.9883683
Johnny Holloway,242.0668206
Nadia Franklin,771.1704747
Donna Arroyo,68.74923254
Alonzo Mcconnell,449.897649
