first_name,last_name,price,above_100
Jasmin,Dalton,90.23,False
Tamia,Mooney,37.89,False
Trevin,Nash,6.3,False
Elisa,Key,82.91,False
Maliyah,Bryan,44.31,False
Scarlett,Ross,24.58,False
Karen,David,10.64,False
Brielle,Schmidt,18.48,False
Aliya,Gutierrez,97.59,False
Londyn,Robinson,93.73,False
Eve,Abbott,22.99,False
Reyna,Lawrence,38.59,False
Brett,Eaton,13.68,False
Blaine,Valentine,93.99,False
Hanna,Kim,7.74,False
Bradyn,Morgan,66.15,False
Yadira,Wood,78.47,False
Amya,Rios,49.79,False
Aidan,Deleon,74.58,False
Tommy,David,65.7,False
Haiden,Harmon,46.54,False
Elisha,Jones,82.83,False
Paulina,Ross,79.22,False
Ivy,English,50.91,False
Dwayne,Farmer,48.81,False
Phillip,Buchanan,77.54,False
Kenley,Munoz,89.26,False
Jazlyn,Levy,13.01,False
Brylee,Fritz,59.53,False
Kenna,Little,56.2,False
Alani,Wright,10.59,False
Alan,Lang,44.98,False
Grayson,Lutz,73.86,False
Memphis,Levy,75.46,False
Reese,Curtis,9.47,False
Iliana,Cabrera,4.25,False
Peyton,Heath,11.52,False
Cloe,Ramirez,57.72,False
Paula,Dominguez,43.48,False
Jamie,Ward,37.91,False
Jair,Bond,50.72,False
Hadassah,Montes,53.8,False
Mariana,Roberson,40.2,False
Emerson,Dickson,46.37,False
Dante,Ayala,26.36,False
Cayden,Villegas,99.43,False
Kadin,Booth,87.29,False
Saige,Hodge,23.3,False
Lennon,Thompson,73.44,False
Hadassah,Lamb,94.39,False
Cameron,Cameron,37.01,False
Lindsey,Hensley,76.37,False
Heidy,Dalton,59.81,False
Cole,Young,79.53,False
Keon,Santos,58.39,False
Joaquin,Shelton,23.44,False
Ashanti,Whitehead,49.69,False
Denzel,Costa,40.8,False
Amiah,Johnson,54.39,False
Sara,Hays,37.45,False
Marlie,Gordon,66.2,False
Janessa,Arroyo,54.99,False
Tristan,Owens,72.88,False
Joslyn,Rush,7.29,False
Nasir,Bullock,66.83,False
Drake,Spears,68.43,False
Kyra,Wright,87.68,False
Matthias,Farley,24.85,False
Amiya,Rich,19.2,False
Desmond,Sparks,6.5,False
Allen,Chambers,88.75,False
Gage,Combs,38.25,False
Jabari,Clark,79.01,False
Andrew,Jones,34.81,False
Zackary,Harding,31.27,False
Abbigail,York,63.97,False
Alanna,Callahan,28.61,False
Cherish,Villa,51.49,False
Xavier,Mathis,3.85,False
Cannon,Oneal,6.58,False
Denzel,Conway,37.91,False
Cayden,Cantrell,47.23,False
Yusuf,Pace,84.63,False
Destinee,Horne,37.9,False
Valentina,Stanley,48.81,False
Destinee,Spencer,20.85,False
Kian,Carney,22.23,False
Neveah,Hall,19.01,False
Violet,Hunter,83.14,False
Deanna,Costa,44.72,False
Brooks,Gilmore,80.05,False
Lailah,Banks,71.57,False
Sammy,Osborn,59.39,False
Allen,Rojas,72.43,False
Kennedy,Santos,96.56,False
Brenda,Carlson,20.03,False
Brian,Meza,30.34,False
Shea,Petersen,24.34,False
Mckayla,Branch,70.5,False
Kaylie,Huber,76.15,False
Delilah,Dudley,15.21,False
Marissa,Carr,99.3,False
Paris,Vazquez,88.28,False
Valentin,Carson,91.68,False
Stella,House,50.79,False
Ali,Powers,54.21,False
Trey,Hood,80.16,False
Samson,Werner,97.53,False
Jimena,Moss,39.03,False
Nikolai,Heath,48.28,False
Jarrett,Rosario,71.59,False
Kierra,Macias,49.7,False
Desirae,Villarreal,87.0,False
Humberto,Jimenez,55.99,False
Shea,Winters,19.26,False
Solomon,Conley,15.2,False
Jagger,Mooney,55.51,False
Elisabeth,Maddox,93.38,False
Kelly,Weeks,34.56,False
Elisa,Jones,26.18,False
Kobe,Aguilar,24.58,False
Karlee,Bryan,81.83,False
Brogan,Shea,62.25,False
Lana,Kennedy,46.15,False
Mateo,Porter,63.85,False
Howard,Burns,90.47,False
Broderick,Castro,31.19,False
Rodolfo,Caldwell,63.99,False
Melina,Fleming,4.21,False
Skyla,Madden,81.65,False
Davis,Stout,25.67,False
Karen,Collier,14.89,False
Alma,Palmer,40.98,False
Audrina,Reed,52.7,False
Seth,Sanders,69.68,False
Marely,Garcia,45.75,False
Amy,Leon,53.6,False
Alexandra,Barker,10.74,False
Carissa,Shea,51.46,False
Amy,Mcconnell,47.89,False
Zain,Frost,75.71,False
Tristan,Cooper,78.31,False
Alex,Jimenez,40.07,False
Dakota,Duncan,99.33,False
Layla,Moses,52.18,False
Marlene,Harvey,82.19,False
Eddie,Archer,56.42,False
Bradyn,Washington,71.21,False
Maximillian,Bishop,41.01,False
Giovanni,Casey,87.25,False
Elisabeth,Waters,13.72,False
Hugh,Massey,77.75,False
Dylan,Carter,33.87,False
Gabriel,Moon,60.79,False
Reilly,Warren,17.38,False
Skylar,Owens,81.07,False
Leonidas,Bryan,81.44,False
Sarai,Alexander,40.31,False
Gage,Campos,99.7,False
Keith,Sherman,93.11,False
Mireya,Patel,29.66,False
Isiah,Stein,45.04,False
Aden,Stephenson,49.1,False
Finn,Hendricks,93.84,False
Mara,Gomez,89.38,False
Addison,Harrell,26.27,False
Grayson,Friedman,61.79,False
Maren,Holden,60.27,False
Shea,Buckley,49.93,False
Clark,Preston,3.45,False
Landin,Potter,16.61,False
Martin,Kennedy,0.27,False
Steve,Santos,48.63,False
Siena,Valencia,64.0,False
Khloe,Drake,86.93,False
Skyler,Serrano,57.99,False
Ryder,Esparza,80.87,False
Jeffrey,Moses,81.18,False
Giovanni,Cooley,35.92,False
Derrick,Farrell,52.82,False
Clay,Burnett,40.36,False
Rex,Goodwin,58.05,False
Ezra,Miller,5.91,False
Annabel,Chambers,76.35,False
Laura,Harding,64.74,False
Jamarion,Dean,10.31,False
Caroline,Walters,64.93,False
Paris,Drake,45.43,False
Konnor,Nicholson,80.98,False
Jaydin,Savage,35.31,False
Israel,Bowman,88.45,False
Damarion,Powers,54.65,False
Logan,Noble,26.28,False
Juan,Dickson,12.21,False
Bryce,French,63.3,False
Violet,Hess,53.07,False
Charlee,Stuart,66.81,False
Dixie,Joyce,48.58,False
Bailee,Estrada,22.04,False
Kinsley,Mcgrath,24.83,False
Sienna,Chan,93.82,False
Muhammad,Colon,33.28,False
Carolyn,Hobbs,69.04,False
Annika,Swanson,23.23,False
Wendy,Marks,75.33,False
Karla,Hutchinson,85.35,False
Jaylah,Mann,22.13,False
Charlee,Kramer,70.18,False
Sloane,Mcknight,69.72,False
Nathaniel,Pena,69.13,False
Jaylah,Sosa,71.12,False
Noah,Newman,88.02,False
Jonathan,Hutchinson,55.28,False
Jaxson,Anderson,94.98,False
Addison,George,78.12,False
Brent,Le,77.74,False
Lance,Christensen,8.3,False
Heaven,Ho,92.42,False
Kaiden,Eaton,70.05,False
Bryce,Hooper,44.21,False
Julia,Lang,72.7,False
Anton,Doyle,2.13,False
David,Frost,38.42,False
Kyra,Sutton,15.63,False
Ty,Schmitt,64.76,False
Guadalupe,Carr,87.61,False
Esmeralda,Chase,59.93,False
Emery,Harmon,76.98,False
Noah,Humphrey,5.89,False
Karla,Mosley,23.18,False
Carleigh,Mills,52.24,False
Jada,Moody,24.44,False
Larissa,Bonilla,5.52,False
Mariela,Mckee,78.28,False
Celia,Powell,77.34,False
Clarence,Barajas,44.2,False
Katelyn,Mayer,20.27,False
Aria,Morales,14.93,False
Kasey,Gill,23.43,False
Malakai,Swanson,13.85,False
Summer,Miles,0.98,False
Natasha,Khan,41.55,False
Paul,Bean,91.73,False
Adrianna,Mejia,59.9,False
Andres,George,35.28,False
Jaiden,Carpenter,38.89,False
Linda,Shepard,16.82,False
Marcos,Bowers,56.98,False
Peter,Miller,56.97,False
Araceli,Sosa,34.68,False
Shamar,Farrell,10.67,False
Seth,Mcknight,54.47,False
Harley,Lindsey,0.14,False
Yazmin,Webb,80.88,False
Peyton,Mann,94.54,False
Tripp,Stafford,94.48,False
Viviana,Dennis,60.12,False
Tripp,Duncan,37.88,False
Kendall,Cisneros,70.04,False
Angel,Cox,23.66,False
Alessandra,Turner,36.75,False
Gerald,Lamb,16.68,False
Laylah,Stein,2.71,False
Muhammad,Ali,17.6,False
Jessica,Pitts,97.1,False
Sergio,Hall,21.9,False
Selina,Hammond,82.55,False
Gunnar,Carroll,42.94,False
Oliver,Booth,27.52,False
Makenna,Pierce,32.16,False
Savion,Marsh,5.98,False
Patience,Solis,24.75,False
Barrett,Meyer,58.86,False
Willie,Snow,89.32,False
Braxton,Rivas,33.81,False
Santiago,Bender,77.29,False
Christian,Potts,6.83,False
Camden,Lopez,31.11,False
Graham,Duran,25.14,False
Kaden,Shepherd,29.28,False
Leon,Harvey,54.38,False
Jase,Morrison,98.15,False
Darion,Lozano,93.4,False
Emilie,Cantrell,32.55,False
Bianca,Olson,46.19,False
Ruben,Horne,69.98,False
Danica,Wilkinson,49.86,False
Hamza,Randall,75.33,False
Mckenna,Villanueva,2.35,False
Ernesto,Sweeney,39.31,False
Marquise,Peck,31.01,False
Marcus,Sexton,16.36,False
Shaun,Keller,5.48,False
Madeline,Cobb,89.24,False
Lauryn,Wagner,72.66,False
Sanaa,Bonilla,59.23,False
Alani,Zuniga,35.5,False
Jacob,Erickson,47.45,False
Giuliana,Barry,18.35,False
Martha,Tran,36.98,False
Skye,Salinas,91.78,False
Mariam,Castro,30.07,False
Jonathan,Pierce,60.28,False
Urijah,Ellis,39.96,False
Averie,Grimes,12.97,False
Alden,Woodward,48.92,False
Charlize,Hopkins,41.15,False
Madelyn,Munoz,75.51,False
Amber,Armstrong,24.85,False
Brock,Murillo,76.16,False
Annabelle,Owen,55.88,False
Chace,Terrell,25.9,False
Stanley,Pope,69.51,False
Kendal,Reid,80.87,False
Donovan,Mays,4.91,False
Kyan,Shelton,69.77,False
Lucia,Hall,24.64,False
Lamont,Nash,70.54,False
Brianna,Shea,94.81,False
Billy,Benjamin,73.03,False
Jasmin,Carey,42.8,False
Noelle,Briggs,22.3,False
Emma,Johnson,80.67,False
Macy,Chavez,75.4,False
Tiara,Rosario,0.33,False
Priscilla,Hubbard,91.97,False
Jamison,Everett,60.2,False
Kaylyn,Foster,14.33,False
Reuben,Morse,34.12,False
Terrell,Richard,41.94,False
Cash,Jenkins,1.96,False
Rubi,Pittman,91.82,False
Kennedy,Wolfe,32.96,False
Harper,Conley,16.47,False
Virginia,Walsh,77.08,False
Madison,Wiggins,17.73,False
Trevon,Benitez,84.77,False
Isabell,Mckinney,19.95,False
Kaleb,Scott,90.23,False
Aleah,Silva,31.18,False
Amy,Stein,86.39,False
Jalen,Rhodes,48.22,False
Shyanne,Kim,52.0,False
Grace,Brooks,84.77,False
Jaylin,Savage,51.97,False
Francis,Barnett,42.04,False
Danielle,Davies,91.12,False
Abel,Best,79.96,False
Shamar,Mcneil,84.9,False
Terrell,Davidson,8.14,False
Gideon,Chapman,55.53,False
Maeve,Villegas,22.44,False
Bentley,Yang,33.3,False
Jaquan,Carter,16.04,False
Harry,Murray,10.44,False
Nicolas,Payne,31.13,False
Fernando,Potter,80.31,False
Yesenia,Benton,34.03,False
Timothy,Haynes,66.17,False
Clay,Sloan,96.09,False
Kennedy,Roman,39.48,False
Nevaeh,Cortez,63.81,False
Norah,Mcbride,78.96,False
Allisson,Brown,93.85,False
Jasmin,Lin,12.27,False
Soren,Phillips,73.88,False
Serena,Kirk,98.18,False
Amanda,Hobbs,23.94,False
Emma,Galvan,57.09,False
Kiana,Rowe,30.33,False
Tania,Andrade,55.43,False
Kadence,Evans,33.43,False
Dorian,Garza,33.87,False
Kayleigh,Blake,13.57,False
Anya,Mcpherson,43.95,False
Maximo,Hobbs,98.17,False
Alice,Thornton,66.23,False
Maribel,Yoder,33.85,False
Aria,Franklin,97.6,False
Thomas,Hansen,88.19,False
Laci,Wilkins,90.3,False
Malik,Chaney,65.29,False
Chace,Mcknight,73.51,False
Carsen,Wilkins,96.67,False
Aaden,Henry,30.2,False
Annalise,Evans,25.73,False
Karissa,Simon,92.75,False
Emilio,Newman,21.38,False
Libby,Ballard,20.27,False
Everett,Mcfarland,60.73,False
Ethan,Douglas,89.66,False
Aniya,Dougherty,96.37,False
Ainsley,Trevino,74.01,False
Colten,Mcneil,25.53,False
Will,Gamble,62.19,False
Stacy,Pollard,65.63,False
Adrianna,Novak,74.61,False
Sanaa,House,54.12,False
Dereon,Hinton,52.62,False
Russell,Mcfarland,20.2,False
Russell,Bond,30.75,False
Jacey,Woodard,38.25,False
Annie,Gates,46.73,False
Jaida,Nichols,69.43,False
Amiah,Stanley,59.82,False
Rihanna,Ferrell,9.35,False
Mohammad,Montes,8.38,False
Kirsten,Castro,90.06,False
Coleman,Horn,93.29,False
Eli,Harper,11.96,False
Boston,Robles,87.97,False
Rey,Duran,76.68,False
Issac,Rhodes,32.18,False
Kevin,Keller,14.4,False
Adriel,Ortiz,49.38,False
Addyson,Mcmillan,56.94,False
Madilyn,Pace,44.67,False
Franklin,Avila,23.39,False
Mylie,Gonzales,75.61,False
Jaylah,Miles,53.62,False
Giselle,Meza,25.31,False
Bailee,Williamson,98.96,False
Kristian,Shea,39.47,False
Liana,Lowery,71.85,False
Sidney,Bird,41.4,False
Reina,Contreras,80.9,False
Jameson,Hamilton,7.03,False
Zain,Manning,3.02,False
Jalen,Lang,78.8,False
Irvin,Strong,57.18,False
Bria,Pittman,12.55,False
Bryanna,Weeks,18.19,False
Troy,Morton,7.13,False
Devyn,Rangel,42.13,False
Devin,Williamson,10.41,False
Cameron,Cochran,55.51,False
Leanna,Galvan,92.48,False
Tamia,Medina,89.78,False
Emery,Coleman,70.74,False
Nathanael,Gilbert,6.48,False
Selina,Costa,19.54,False
Keagan,Holloway,20.21,False
Tristin,Lowe,35.68,False
Evelin,Chung,22.36,False
Alisson,Blair,52.32,False
Milton,Mccarthy,77.1,False
Estrella,Oneal,15.26,False
Meredith,Schneider,99.98,False
Dwayne,Johnson,94.0,False
Tyrell,Huff,93.8,False
Catherine,Medina,52.22,False
Madden,Mora,61.5,False
Braedon,Henderson,0.43,False
Gwendolyn,Buck,46.16,False
Joseph,Mclaughlin,52.26,False
Giovanna,Bond,44.73,False
Elian,Roberts,89.39,False
Odin,Morgan,92.04,False
Madden,Jennings,0.71,False
Cheyanne,Logan,67.54,False
Rashad,Greer,16.69,False
Cecilia,Luna,56.31,False
Sergio,Nielsen,33.69,False
Laney,Bautista,0.46,False
Raymond,Barron,43.57,False
Bridger,Bennett,97.9,False
Carsen,Eaton,47.78,False
Jace,Walker,15.06,False
Karley,Maxwell,87.25,False
Lia,Escobar,54.6,False
Kieran,Hancock,30.36,False
Brooklyn,Barton,35.79,False
Melanie,Murillo,57.61,False
Harley,Dunn,97.44,False
Kamron,Cantrell,13.94,False
Casey,Lindsey,55.85,False
Kristen,Matthews,94.06,False
Marco,Warner,19.36,False
Cannon,Villegas,66.14,False
Anaya,Solomon,76.4,False
Carlee,Andrews,70.74,False
Nikolai,Bryan,23.1,False
Deon,Osborne,89.08,False
Deacon,Waller,91.87,False
Alvaro,Beck,9.13,False
Matias,Martinez,98.25,False
Lilah,Oneill,77.18,False
Orion,Cochran,67.46,False
Niko,Bowman,5.95,False
Jaylon,Dunlap,44.74,False
Adam,Ford,53.2,False
Esmeralda,Reese,72.7,False
Aspen,Horton,5.66,False
Cody,Montgomery,70.59,False
Darryl,Gentry,44.59,False
Willow,Mckay,56.74,False
Andres,Dawson,60.65,False
Kieran,Carey,86.12,False
Carlie,Petersen,16.4,False
Eliana,Owen,49.91,False
Beatrice,Stanley,16.72,False
Quentin,Nash,23.7,False
Damon,Trevino,47.5,False
Precious,Stephens,1.22,False
Dallas,Levine,1.35,False
Teagan,Moon,64.27,False
Myles,Day,67.81,False
Danny,Rhodes,32.69,False
Allan,Howard,58.66,False
Baron,Villegas,96.23,False
Bryan,Camacho,67.37,False
Leonel,Frederick,71.45,False
Dixie,Ross,49.78,False
Saul,Peters,31.95,False
Amari,Andersen,65.84,False
Yaritza,Mercado,1.62,False
Aracely,Chandler,12.28,False
Julie,Phillips,57.33,False
Zion,Long,71.18,False
Albert,Proctor,45.76,False
Deon,Swanson,25.63,False
Quincy,Kramer,40.18,False
Luciano,Fry,35.42,False
Izaiah,Spencer,33.8,False
Jessie,Schroeder,51.5,False
Ricardo,Yang,91.68,False
Serenity,Giles,59.59,False
Nylah,Roach,83.44,False
Callum,Keith,40.51,False
Giuliana,Crosby,8.52,False
Liberty,Gray,5.27,False
Neveah,Murphy,41.6,False
Jonathon,White,81.16,False
Emiliano,Gallegos,32.08,False
Devyn,Kane,94.14,False
Emmalee,Rowe,61.29,False
Clara,Cardenas,24.3,False
Finley,Willis,41.57,False
Shyann,Boone,60.01,False
Ean,Khan,44.03,False
Marlon,Deleon,96.09,False
Aryana,Fernandez,0.49,False
Jayce,Lynch,34.44,False
Fiona,Townsend,88.39,False
Mary,Gaines,48.7,False
Ashlee,Pollard,47.87,False
Lucy,Bauer,58.46,False
Xzavier,Hinton,49.55,False
Adrienne,Hammond,97.14,False
Jaslyn,Lamb,97.02,False
Hassan,Donovan,99.6,False
Jett,Massey,7.67,False
Sam,Webster,99.3,False
Allen,Faulkner,59.51,False
Brooklyn,Harper,33.69,False
Uriel,Dillon,24.62,False
Shirley,Decker,73.79,False
Zaria,Vega,68.76,False
Jaidyn,Dickerson,36.63,False
Kaya,Bernard,27.61,False
Joseph,Hinton,92.86,False
Quinn,Watts,57.24,False
Roland,Bryan,76.85,False
German,Gallegos,18.42,False
Noah,Yang,69.4,False
Vivian,Mendez,50.62,False
Dario,Cobb,23.55,False
Madalynn,Nelson,8.1,False
Sierra,Burch,59.53,False
Adolfo,Li,87.79,False
Jagger,Wheeler,52.05,False
Kaydence,Chang,97.91,False
Alondra,Terrell,56.34,False
Kenna,Mckinney,1.6,False
Ireland,Thornton,0.78,False
Mylie,Barr,7.58,False
Gillian,Hunter,48.94,False
Jason,Francis,94.34,False
Korbin,Ibarra,99.24,False
Araceli,Velasquez,81.86,False
Sonny,Kirby,81.48,False
Baron,Robbins,55.64,False
Giancarlo,Odom,75.37,False
Lillianna,Petersen,70.67,False
Sebastian,Wilson,20.99,False
Michelle,Gomez,16.78,False
Nico,Conrad,7.81,False
Shelby,Suarez,13.06,False
Shea,Baird,63.09,False
Angel,Gonzales,22.22,False
Crystal,Vega,34.91,False
Carlie,Howard,55.09,False
Andrea,Friedman,6.02,False
Trey,Adkins,4.0,False
Kenya,Cain,94.77,False
Camille,Randall,64.49,False
Campbell,Caldwell,14.9,False
Chris,Ellis,44.39,False
Triston,Walls,4.94,False
Marlon,Campbell,80.46,False
Jarrett,Jenkins,31.74,False
Giancarlo,Davis,23.15,False
Lorelai,Lucero,94.22,False
Zechariah,Holland,80.22,False
Jennifer,Duke,71.24,False
Keaton,Sullivan,84.0,False
Xiomara,Shelton,74.75,False
Nicolas,Joyce,59.21,False
Sanai,Tran,20.03,False
Jay,Raymond,18.69,False
Raquel,Hendricks,5.77,False
Mariela,Cochran,31.27,False
Marilyn,Henderson,95.48,False
Weston,Lucero,56.77,False
Avah,George,60.82,False
Todd,Blankenship,64.0,False
Regan,Suarez,11.7,False
Amara,Hood,95.68,False
Caylee,Schmidt,17.01,False
Patience,Lane,85.03,False
Saige,Torres,64.35,False
Leandro,Sweeney,65.53,False
Tess,Oconnor,97.8,False
Shyann,Hughes,85.09,False
Elise,Mccall,47.36,False
Cara,Mcintyre,24.61,False
Ronald,Porter,84.7,False
Tyrese,Bolton,27.51,False
Emerson,Berger,40.88,False
June,Patton,9.1,False
Braden,Watts,24.69,False
Grady,Mahoney,71.15,False
Rory,Espinoza,58.43,False
Britney,Vaughan,18.09,False
Kyle,Andrews,24.63,False
Bridget,Castro,54.14,False
Darian,Mckenzie,8.52,False
Lila,Waters,32.39,False
Mareli,Conley,41.59,False
Rachael,Petersen,28.43,False
Elliott,Blanchard,57.98,False
