first_name,last_name,price,above_100
Braxton,Haney,481.11,True
Danica,Rowe,968.66,True
Aniyah,Key,918.76,True
Carlo,Velez,362.93,True
Sage,Rojas,134.67,True
Kenley,Lewis,421.23,True
Phoenix,Greene,270.22,True
Raegan,Bailey,221.29,True
Lindsey,Vance,981.15,True
Rocco,Mcconnell,612.04,True
Bobby,Clark,602.86,True
Vivian,Sharp,833.11,True
Tristen,Gilmore,654.01,True
German,Simon,51.63,False
Nicholas,Garrison,737.11,True
Aiden,Rojas,607.96,True
Marisol,Ramsey,165.71,True
Essence,Parks,106.62,True
Rishi,Gallegos,247.12,True
Jonah,Gilmore,903.13,True
Jaslene,Pugh,173.77,True
Amiyah,Crawford,846.6,True
Joey,Mcgrath,105.91,True
Paula,Harrell,73.64,False
Richard,Andrade,991.33,True
Emmy,Key,235.84,True
Fisher,Hull,73.69,False
Collin,Burke,975.56,True
Cali,Joyce,886.36,True
Deborah,Heath,849.71,True
Cameron,Hobbs,513.19,True
Emilia,Rollins,200.91,True
Brenden,Jennings,934.57,True
Will,Robinson,505.01,True
Belinda,Francis,266.18,True
Addison,Hurley,74.53,False
Colin,Villegas,215.9,True
Reilly,Foster,750.8,True
Johnathan,Mcknight,195.33,True
Skyler,Wilson,709.19,True
Bentley,Gilmore,477.79,True
Silas,Leon,121.88,True
Kamden,Charles,914.1,True
Draven,Griffith,22.73,False
Dillan,Rivas,472.18,True
Zoie,Villanueva,187.56,True
Colton,Valencia,225.69,True
Moriah,Wilkinson,511.56,True
Sage,Browning,240.71,True
Emmy,Buckley,11.53,False
Natalie,Mullins,966.34,True
Moshe,Weiss,134.44,True
Isaac,Preston,601.13,True
Angelo,Weaver,150.05,True
Heaven,Hess,995.96,True
Kyleigh,Cohen,204.3,True
Kylan,Wilkins,122.13,True
Rowan,Nolan,951.56,True
Beatrice,Montoya,685.72,True
Samir,Chandler,339.26,True
Jefferson,Landry,880.85,True
Elvis,Zhang,629.38,True
Raquel,Herrera,363.08,True
Sydney,Wise,224.52,True
Charlize,Maynard,837.56,True
June,Spears,451.25,True
Reagan,Bonilla,59.52,False
Hadassah,Underwood,230.12,True
Dennis,Ellis,360.89,True
Stacy,Mayer,229.76,True
Winston,Nguyen,817.87,True
Quintin,Myers,460.37,True
Katherine,Roman,750.79,True
Micah,Bradley,56.17,False
Lilliana,Harding,262.5,True
Teagan,Jefferson,164.11,True
Jaylee,Schmitt,917.5,True
Simon,Chandler,558.55,True
Cole,Ware,650.91,True
Orion,Norris,555.31,True
Francisco,Erickson,947.46,True
Marquis,Walsh,487.03,True
Cherish,Santiago,714.56,True
Alvin,Gardner,570.04,True
Dahlia,Ayala,883.0,True
Amaris,Blevins,218.78,True
Maximillian,Cox,604.43,True
Jamya,Cox,573.98,True
Ross,Branch,601.15,True
Laurel,Snyder,212.7,True
Cayden,Hunt,765.92,True
Paul,Andersen,374.22,True
Cara,Moses,354.92,True
Marshall,Haney,120.74,True
Bella,Kim,548.61,True
Donovan,Liu,853.08,True
Ashanti,Blake,151.16,True
Janiya,Waller,322.24,True
Lisa,Mckinney,538.09,True
Muhammad,Carrillo,604.22,True
Jayce,Everett,54.4,False
Austin,Forbes,564.23,True
Armando,Lamb,405.24,True
Lizeth,Griffin,50.33,False
Mathias,Sanford,671.46,True
Riley,Blankenship,163.89,True
Hudson,Burke,120.19,True
Helen,Sawyer,439.26,True
Paris,Terrell,415.67,True
Stacy,Manning,375.55,True
Lilly,Crane,437.57,True
Carolyn,Myers,982.73,True
Kayla,Daugherty,424.02,True
Makena,Jacobs,760.74,True
Charlie,Gates,578.64,True
Jaqueline,Drake,83.07,False
Lennon,Wilkerson,463.79,True
Leo,Blake,675.72,True
Perla,Walsh,484.66,True
Giancarlo,Frye,426.88,True
Tanner,Briggs,662.92,True
Jan,Price,107.29,True
Zoey,Pitts,920.23,True
Marcos,Massey,802.64,True
Jamya,Maynard,41.32,False
Jadyn,Riddle,730.99,True
Mya,Holder,792.35,True
Damari,Mercado,18.29,False
Marvin,Washington,225.11,True
Kyle,Joyce,837.51,True
Ari,Vasquez,592.96,True
Cheyenne,Kidd,473.05,True
Damian,Mata,262.68,True
Cash,Joyce,529.27,True
Trinity,Maynard,152.74,True
Jayda,Henderson,944.03,True
Averie,English,687.94,True
Miley,Dickerson,905.55,True
Nia,Gallegos,645.45,True
Sincere,Randolph,595.53,True
Destiney,Alexander,910.24,True
Virginia,Brown,1.47,False
Katelyn,Colon,959.79,True
Isabell,Friedman,303.21,True
Anderson,Sandoval,448.81,True
Ali,Guerrero,807.16,True
Mohammad,Strickland,431.75,True
Lilly,Hudson,240.81,True
Rachael,Morton,864.84,True
Dawson,Gilmore,285.21,True
Antonio,Gallagher,747.9,True
Joy,Frank,881.46,True
Luz,Mcintyre,376.26,True
Josue,Rowland,682.69,True
Nora,Watts,792.89,True
Santino,Wong,212.07,True
Julien,Dyer,156.15,True
Semaj,Webster,602.96,True
Kimora,Franklin,747.71,True
Jennifer,Freeman,613.95,True
Kristin,Berger,50.48,False
Khalil,Chen,994.7,True
Leo,Leonard,3.38,False
Milo,Hatfield,663.16,True
Anthony,Guzman,26.12,False
Billy,Neal,302.81,True
Sanaa,Bolton,750.84,True
Ava,Wade,656.44,True
Selena,Castillo,801.81,True
Jamarion,Bender,88.13,False
Adelyn,Hurley,487.46,True
Jaelynn,Peterson,821.09,True
Magdalena,Gentry,981.64,True
Konner,Braun,76.81,False
Marquise,Mckee,560.26,True
Julia,Odonnell,579.1,True
Livia,Livingston,759.88,True
Carissa,Hicks,280.07,True
Mary,Calderon,497.22,True
Kaelyn,Leblanc,937.83,True
Rohan,Parrish,446.65,True
Amelie,Duran,796.6,True
Olivia,Gonzales,430.1,True
Rhett,Costa,90.74,False
Calvin,Lang,993.8,True
Areli,Pope,750.29,True
Molly,Gregory,38.4,False
Jaylee,Wilkins,210.17,True
Jaylin,Lambert,682.76,True
Ainsley,Fields,519.51,True
Payton,Love,570.98,True
Roger,Estrada,289.15,True
Howard,Burton,993.92,True
Gordon,Chang,399.29,True
Ari,Navarro,725.75,True
Nelson,Foster,641.69,True
Conrad,Bonilla,468.36,True
Aimee,Herring,660.57,True
Christian,Park,905.81,True
Rayan,Wright,412.08,True
Serena,Ashley,736.74,True
Morgan,Li,824.35,True
Kali,Rodgers,314.63,True
Renee,Chandler,644.81,True
Makena,Grant,968.07,True
Madison,Myers,133.38,True
Harmony,Delacruz,78.24,False
Rishi,Chambers,480.59,True
Osvaldo,Holden,878.73,True
William,Farmer,682.68,True
Rafael,Quinn,941.13,True
Zoey,Brown,323.04,True
Aryana,Mcclain,855.96,True
Regina,Boone,790.96,True
Kenneth,Wallace,891.04,True
Aliana,Lamb,433.87,True
Darren,Cole,761.64,True
Abril,Hopkins,2.86,False
Amina,Montoya,959.32,True
Grant,Forbes,394.78,True
Brendon,Johns,100.89,True
Tessa,Kemp,81.17,False
Maggie,Jacobson,503.77,True
Antwan,Aguilar,747.04,True
Giovani,Waller,152.82,True
Anya,Mendoza,587.22,True
Samara,Bradshaw,972.02,True
Zander,Fowler,300.7,True
Dakota,Gardner,403.98,True
Karlee,Shaffer,222.93,True
Valentin,Meyer,782.41,True
Precious,Yang,786.19,True
Zechariah,Atkins,816.14,True
Eliezer,Hayden,37.27,False
Jordyn,Terrell,565.5,True
Lee,Salas,447.32,True
India,Campos,178.12,True
Gabriela,Fowler,607.4,True
Ali,Strong,304.93,True
Clark,Hendricks,256.83,True
Van,Boone,156.93,True
Kathleen,Serrano,407.66,True
Ryker,Alvarado,20.64,False
Rolando,Bishop,529.53,True
Virginia,Mcpherson,722.68,True
Madden,Charles,413.66,True
Shannon,Odonnell,713.57,True
Kane,Clarke,942.45,True
Eva,Shepherd,803.0,True
Maeve,Koch,389.59,True
Kali,Warren,861.21,True
Claudia,Melendez,388.97,True
Tatum,Moreno,52.81,False
Denise,Stevens,96.23,False
Alden,Reid,175.71,True
Dallas,Gordon,85.81,False
Tessa,Farley,238.4,True
Kristopher,Nguyen,398.81,True
Amanda,Beard,924.39,True
Ella,Conley,228.92,True
Aurora,Jennings,666.86,True
Leonardo,Bolton,635.93,True
Danica,Dudley,884.14,True
Frankie,Washington,603.6,True
Katherine,Clements,122.61,True
Jamir,Myers,987.67,True
Cameron,Bass,631.27,True
Myah,Klein,189.34,True
Dashawn,Mcbride,548.34,True
Elle,Chapman,196.91,True
Donovan,Rivers,21.07,False
Camilla,Mills,273.96,True
Aditya,Turner,60.88,False
Luis,Henderson,982.3,True
Alanna,Richardson,395.04,True
Tristen,Obrien,501.91,True
Pedro,Rose,977.72,True
Raegan,Dixon,43.08,False
Jamarcus,Delacruz,85.96,False
Alice,Coleman,25.13,False
Brayden,Skinner,832.28,True
Michelle,Avila,446.7,True
Mercedes,Mahoney,273.08,True
Bianca,Cortez,688.14,True
Drake,Davenport,133.43,True
Edith,Daniels,532.47,True
Arturo,House,188.27,True
Xander,Holden,926.51,True
Logan,Guerrero,760.51,True
Quintin,Matthews,246.09,True
Rigoberto,Porter,77.42,False
Franklin,Steele,259.86,True
Giovani,Kline,205.37,True
Elian,Hahn,316.38,True
Kelsey,Chase,591.96,True
Alonzo,Maynard,122.67,True
Kayleigh,Krause,934.84,True
Greta,Liu,103.28,True
Deangelo,Little,785.55,True
Arturo,Watkins,40.01,False
Ty,Jennings,126.51,True
Angel,Gillespie,987.82,True
Cecilia,Zhang,977.79,True
Tabitha,Morse,1000.0,True
Rocco,Hinton,885.84,True
Santiago,Underwood,648.44,True
Sanaa,Booth,837.34,True
Brodie,Sandoval,747.27,True
Dax,Ritter,322.16,True
Sanaa,Knapp,868.96,True
Hugh,Russo,876.77,True
Arjun,Winters,522.1,True
Elisa,Bryant,555.14,True
Sherlyn,Wu,297.92,True
Juliet,Weber,73.24,False
Greyson,Hayden,543.68,True
Grant,King,752.03,True
Gina,Key,247.85,True
Quinn,Johnston,142.73,True
Armani,Leon,902.2,True
Gemma,Hartman,42.31,False
Rohan,Lam,631.77,True
Marlie,David,651.16,True
Tanya,Dean,518.88,True
Payten,Costa,127.93,True
Juliana,Hebert,210.74,True
Kole,Pena,691.3,True
Priscilla,Bush,874.16,True
Preston,Phelps,146.89,True
Kaitlynn,Rivera,26.32,False
Amiya,Erickson,509.77,True
Allyson,Hutchinson,538.29,True
Jolie,Charles,886.72,True
Laylah,Mccarty,211.05,True
Jaycee,Crosby,623.73,True
Jaelyn,Wiley,602.16,True
Jabari,Hayden,479.3,True
Braeden,Cummings,923.53,True
Emmy,Hubbard,549.97,True
Kamron,Branch,653.82,True
Jensen,Yu,116.95,True
Sean,Lloyd,42.25,False
Axel,Sloan,630.44,True
Yamilet,Grant,801.97,True
Raiden,Mercer,558.08,True
Braylon,Avery,186.41,True
Marlee,Kerr,509.01,True
Harry,Chan,331.18,True
Wayne,Hess,881.75,True
Wilson,Espinoza,531.06,True
Dallas,Herring,102.48,True
Blaine,Mathis,135.65,True
Raul,Potts,733.33,True
Immanuel,Heath,262.37,True
Caylee,Riddle,252.02,True
Alia,Wilson,80.28,False
Glenn,Herring,60.6,False
Noelle,Waters,647.36,True
Quintin,Mcintosh,760.08,True
Violet,Mcclure,934.3,True
Anya,Bullock,95.8,False
Abdullah,Moon,886.72,True
Nikolai,Snyder,336.12,True
Davin,Vance,57.3,False
Darwin,Ayala,746.68,True
Makenzie,Vincent,836.56,True
America,Dennis,385.73,True
Rowan,Houston,733.4,True
Ahmed,Pace,592.57,True
Rory,Rivas,547.43,True
Alvaro,Hodge,542.47,True
Chance,Decker,923.29,True
Weston,Hensley,196.42,True
King,Chen,34.81,False
Roselyn,Christensen,875.34,True
Bryant,White,777.15,True
Remington,Wang,158.43,True
Santos,Chan,105.95,True
Nia,Barnes,278.32,True
Rory,Cervantes,809.3,True
Marques,Wise,786.76,True
Giada,Potter,495.58,True
Camden,Herman,433.2,True
Jarrett,Mueller,911.55,True
Amya,Gray,44.91,False
Abagail,Bird,469.8,True
Madison,Mclaughlin,142.5,True
Yoselin,Hodges,399.54,True
Kyan,Griffith,348.66,True
Marley,Ward,604.88,True
Emilia,Chandler,958.67,True
Guillermo,Soto,7.8,False
Darion,Oconnor,737.8,True
Piper,Johnston,881.91,True
Kelly,Rhodes,42.84,False
Nathan,Ingram,896.17,True
Collin,Castro,157.77,True
Shyla,Clay,214.55,True
Cristofer,Stevenson,701.65,True
Colten,Rollins,156.09,True
Ansley,Hood,756.71,True
Armani,Shaw,242.75,True
Kinley,Patton,907.21,True
Anabella,Bailey,609.75,True
Aaron,Hayes,527.93,True
Chelsea,Duke,891.06,True
Justice,Tran,482.81,True
Denzel,Bass,364.39,True
Macey,Hines,880.57,True
Eduardo,Lang,180.94,True
Xiomara,Richardson,750.83,True
Marquise,Kidd,400.68,True
Katherine,Ruiz,632.76,True
Areli,Burch,94.37,False
Jacoby,Evans,580.47,True
Cassidy,Kemp,136.24,True
Cierra,Pacheco,422.91,True
Randall,Shannon,660.73,True
Chaya,Phillips,141.72,True
Fiona,Webb,452.59,True
Braydon,Spencer,515.14,True
Patricia,Mathews,654.81,True
Karla,Miller,44.84,False
Jerimiah,Russo,529.67,True
Jaidyn,Leblanc,641.59,True
Eliana,Montgomery,378.91,True
Tobias,Woodward,47.8,False
Dominic,Mercado,313.58,True
Carley,Baldwin,324.96,True
Noel,Campbell,105.07,True
Casey,Dunlap,121.05,True
Davian,Sellers,187.46,True
Lilia,Daniels,708.24,True
Orion,Mcintyre,942.85,True
Julio,Short,519.73,True
Elian,Nunez,15.73,False
Howard,Bauer,735.67,True
Livia,Tapia,952.79,True
Dayton,Parker,432.25,True
Jovany,Mahoney,611.01,True
Asa,Tate,904.73,True
Keshawn,Fisher,845.76,True
Jakobe,Pittman,683.39,True
Dominic,Knox,545.62,True
Gillian,Trujillo,976.49,True
Shiloh,Chambers,612.93,True
Dorian,Watson,438.47,True
Sergio,Perry,27.46,False
Laylah,Phillips,576.05,True
Judith,Roman,874.41,True
Omar,Franco,313.34,True
Julius,Owens,936.92,True
Damari,Carson,868.54,True
Lexi,Santiago,822.12,True
Barrett,Estes,152.29,True
Jimmy,Blackburn,703.24,True
Reina,Small,354.69,True
Mia,Vega,982.71,True
Dixie,Carney,935.88,True
Alexandria,Whitehead,573.81,True
Nicholas,Newton,238.08,True
Jovani,Kelly,692.22,True
Anika,Forbes,304.28,True
Lawrence,Carpenter,633.61,True
Abraham,Good,852.56,True
Alivia,Watts,199.0,True
Aniya,Holder,996.39,True
Liliana,Hayes,490.3,True
Alexa,Christian,488.26,True
Taryn,Green,934.61,True
Wesley,Levine,354.88,True
Aryanna,Coffey,119.55,True
Moises,Reyes,180.82,True
Darius,Stephens,307.9,True
Diamond,Benjamin,345.12,True
Amaya,Stone,200.88,True
Abbey,Stevenson,897.09,True
Marlie,Lloyd,3.44,False
Jason,Horton,157.05,True
Brenna,Green,462.33,True
Dwayne,Best,517.83,True
Giancarlo,Giles,897.63,True
Jaydon,Romero,85.96,False
Connor,Rosales,993.3,True
Melina,Marshall,146.74,True
Emelia,Bowen,639.29,True
Ruby,Mata,237.29,True
Melody,Obrien,449.3,True
Shawn,Beasley,680.82,True
Kinley,Juarez,347.67,True
Haven,Bates,198.5,True
Lillian,Wiley,14.4,False
Arabella,Trujillo,797.0,True
Ethan,Caldwell,559.43,True
Carley,Ferrell,749.38,True
Chaim,Gross,396.1,True
Jaime,Wilkinson,965.94,True
Ashlynn,Page,971.74,True
Ariel,Howell,271.62,True
Darren,Singleton,406.56,True
Avah,Griffin,943.09,True
Cassidy,Santos,531.79,True
Nasir,Cole,469.81,True
Josh,Kelley,504.93,True
Aisha,Carroll,620.38,True
Gilbert,Krueger,225.02,True
Alyson,Randall,780.43,True
Tyrone,Lucas,446.09,True
Howard,Wu,938.36,True
Jerry,Levine,475.9,True
Kelsie,Jacobson,900.08,True
Kaden,Norman,368.49,True
Conrad,Pineda,131.56,True
Salvador,Conner,36.06,False
Ryan,Heath,73.43,False
Rayan,Espinoza,197.68,True
Carleigh,Parks,149.88,True
Richard,Welch,364.9,True
Dillan,Petty,129.58,True
Yair,Fisher,703.73,True
Pranav,Baldwin,108.77,True
Kaitlin,Fox,163.04,True
Carina,Cameron,383.04,True
Kaylah,Nixon,141.22,True
Davian,Bender,141.9,True
Skyla,Liu,627.89,True
Kiley,Hardin,114.17,True
Kylan,Simmons,832.82,True
Ryland,Camacho,569.67,True
Eliza,Crawford,909.68,True
Jasmine,Orozco,703.74,True
Leonard,Watts,885.17,True
Justice,Marsh,902.35,True
Leyla,Stanley,243.39,True
Tanya,Cabrera,178.35,True
Enzo,Munoz,403.91,True
Sydnee,Mcintosh,519.81,True
June,Torres,513.57,True
Tess,Maxwell,622.93,True
Oscar,Moses,322.9,True
Susan,Crane,641.61,True
Mary,Barajas,122.47,True
Kenley,Fleming,183.48,True
Ross,Miles,711.36,True
Sabrina,Bryant,608.8,True
Konner,Burke,374.5,True
Preston,Martinez,908.65,True
Aimee,Mills,513.09,True
Araceli,Escobar,919.38,True
Alma,Powers,673.29,True
Selina,Logan,377.86,True
Miriam,Winters,658.75,True
Jakobe,Irwin,951.05,True
Khloe,Oneal,286.56,True
Nicholas,Huerta,663.89,True
Arnav,Porter,367.83,True
Jeramiah,Murillo,755.13,True
Jenny,Medina,142.46,True
Kasey,Chavez,930.27,True
Amari,Waters,624.64,True
Emerson,Delgado,744.24,True
Mikayla,Marsh,704.62,True
Marco,Garrett,594.99,True
Terrell,Branch,588.6,True
Cyrus,Robles,314.47,True
Nathaly,Ali,546.19,True
Chandler,Ayers,538.81,True
Leia,Sexton,719.4,True
Selena,Strong,85.49,False
Heidi,Charles,461.85,True
Louis,Petersen,798.26,True
Gloria,Warren,60.64,False
Julia,Morton,698.7,True
Brenden,Wang,637.4,True
Frankie,Lamb,102.89,True
Zayne,Carlson,291.0,True
Kinley,Herrera,963.3,True
Kiley,Haas,322.35,True
Dana,Murray,672.11,True
Bella,Bush,250.96,True
Solomon,Hartman,837.98,True
Hannah,Hinton,207.26,True
Bobby,Moyer,648.96,True
Isabela,Frey,106.93,True
Jamal,Bates,774.91,True
Coby,Wood,267.49,True
Mitchell,Wolfe,120.61,True
Marley,Mendez,115.58,True
Deegan,Stanton,79.14,False
London,Burns,364.05,True
Clara,Francis,917.51,True
Serena,Butler,773.37,True
Kristen,Horton,25.23,False
Terrence,Bullock,46.67,False
Clarence,Hoffman,905.75,True
Braiden,Sloan,499.92,True
Jorden,Vargas,372.18,True
Leyla,Molina,207.28,True
Jayden,Paul,780.13,True
Aryan,Small,610.16,True
Makhi,Stevens,720.81,True
Samantha,Parsons,784.16,True
Callie,Cantu,631.15,True
Clarence,Rosario,411.55,True
Katherine,Randolph,69.83,False
Gaven,Gonzalez,537.26,True
Angela,Peterson,961.24,True
Alberto,Beltran,573.08,True
Rylan,Cannon,226.78,True
Lena,Frey,23.82,False
Lucille,Raymond,703.04,True
Kyra,Mendez,286.49,True
Angelique,Fernandez,689.47,True
Zoie,Lin,381.13,True
Charlie,Mendez,456.55,True
Javier,House,815.44,True
Brynlee,Watts,607.67,True
Lara,Berg,272.36,True
Jose,Miles,357.43,True
Shawn,Soto,132.63,True
Emmy,Fritz,835.61,True
Roman,Morse,421.51,True
Catherine,Holloway,658.47,True
Brooke,Harmon,937.94,True
Bria,Mejia,685.23,True
Taylor,Green,991.39,True
Maximo,Calderon,967.25,True
Leroy,Cross,584.17,True
Jazlynn,Dickson,911.14,True
Kamari,Wade,799.0,True
Litzy,Boyd,53.5,False
Camila,Manning,988.9,True
Deven,Strickland,878.25,True
Aryan,Sharp,438.42,True
Shaylee,Blackwell,262.38,True
Taylor,Archer,928.23,True
Leia,Leonard,274.24,True
Antwan,Small,702.82,True
Karley,Burton,520.7,True
Josue,Schroeder,125.1,True
Roy,Mcconnell,282.87,True
Ashlynn,Douglas,300.9,True
Addyson,Gutierrez,147.3,True
Liliana,Stein,513.29,True
Jerome,Ponce,27.85,False
Sienna,Craig,479.88,True
Briana,Obrien,835.49,True
Zander,Abbott,343.82,True
Sergio,Lamb,804.14,True
Sophia,Blair,12.01,False
Holden,Sanchez,822.21,True
Bradyn,Jacobson,401.63,True
Shyann,Underwood,135.39,True
Jaron,Cummings,627.22,True
Andres,Hines,780.15,True
Alexandra,Keller,339.27,True
Chanel,Ali,646.96,True
Nicolas,Choi,486.83,True
Nolan,Rangel,951.1,True
Zachary,Conrad,75.29,False
Jocelynn,Mclean,190.89,True
Teagan,Flowers,69.32,False
Monserrat,Santos,367.7,True
Carleigh,Rollins,101.87,True
Mylee,Frederick,289.11,True
Gianni,Lindsey,105.31,True
Jaylee,Jacobs,815.56,True
Jazlene,Maldonado,908.85,True
Brooklyn,Estrada,335.24,True
Kieran,Chandler,745.11,True
Alec,Clay,809.05,True
Adolfo,Ramsey,210.4,True
Briana,Boone,771.58,True
Porter,Woods,856.28,True
Madilynn,Krause,743.21,True
Bradley,Chan,146.13,True
Emely,Beck,485.51,True
Alijah,Moon,990.4,True
Irene,Walker,687.08,True
Derick,Vance,960.03,True
Marley,Erickson,829.16,True
Yael,Arnold,659.91,True
Nathaniel,Fritz,157.37,True
Solomon,Weber,207.28,True
Jaelynn,Sampson,824.58,True
Alice,Jones,991.25,True
Zain,Lloyd,501.64,True
Sanai,David,346.32,True
Regan,Hendrix,735.43,True
Chasity,Macdonald,772.49,True
Diego,Webster,884.43,True
Madalynn,Fuentes,690.04,True
Reid,Miles,853.94,True
Elyse,Mclean,960.57,True
Daniella,Yoder,532.93,True
Gilbert,Galvan,48.95,False
Byron,Dalton,878.15,True
Tania,Stone,884.97,True
Rene,Blair,176.8,True
Thomas,Mayo,59.75,False
Lorelei,Potts,557.14,True
Alivia,Newman,181.2,True
Madeline,Wall,734.81,True
Memphis,Morris,145.33,True
Amelie,Gallagher,515.68,True
Caiden,Elliott,705.45,True
Paige,Anthony,708.57,True
Ezequiel,Kelley,944.08,True
Armani,Larsen,144.26,True
Logan,Foster,114.81,True
Ryker,French,241.36,True
Kristopher,Lewis,698.79,True
Mina,Barber,543.85,True
Muhammad,Durham,168.29,True
Davin,Woodard,381.21,True
Brynlee,Leon,481.68,True
Lorenzo,Carey,674.58,True
Kristian,Rosario,459.58,True
Phoenix,Cherry,643.65,True
Amaya,Warner,947.64,True
Dax,Murphy,232.28,True
Deborah,Wang,43.98,False
Cannon,King,538.55,True
Patricia,Hatfield,950.88,True
Damaris,Baird,611.31,True
Lucia,Brandt,455.36,True
Jax,Whitney,769.0,True
Kamryn,Andersen,253.5,True
Arely,Norman,607.93,True
Lina,Fernandez,246.42,True
Quincy,Hardy,229.29,True
Melissa,Riley,484.12,True
Finnegan,Johnston,272.66,True
Luna,Porter,248.88,True
Perla,Santana,478.93,True
Patrick,Stewart,244.54,True
Weston,Mitchell,588.03,True
Branson,Bray,239.92,True
Macie,Foley,626.74,True
Humberto,Hester,724.0,True
Kolten,Riddle,333.39,True
Mila,Russo,43.05,False
Kassidy,Townsend,695.23,True
Briley,Allen,876.59,True
Madalyn,Pineda,413.13,True
Ivan,Todd,199.22,True
Roger,Sheppard,753.34,True
Leia,Mora,387.91,True
Dylan,Wu,526.03,True
Ashtyn,Webster,8.0,False
Jaylah,Hall,575.23,True
Adrien,Potter,753.96,True
Sam,Morgan,152.46,True
Micheal,Griffith,783.57,True
Samir,Barnes,671.99,True
Moriah,Franklin,933.06,True
Kadence,Herrera,840.53,True
Tripp,Wiley,309.85,True
Raul,Marks,533.31,True
Noelle,Hinton,569.31,True
Jaron,White,301.69,True
Martin,Young,767.67,True
Rylan,Stanley,528.05,True
Ramiro,Bennett,159.17,True
Kinley,Blackburn,195.99,True
Ariella,Galloway,752.34,True
Arthur,Flynn,148.14,True
Reagan,May,627.91,True
Teresa,Copeland,131.32,True
Joslyn,Estrada,643.77,True
Jesse,Riggs,323.48,True
Clare,Quinn,650.28,True
Vaughn,Osborn,806.63,True
Troy,Hendricks,484.34,True
Felipe,Roach,689.89,True
Maya,Orozco,60.07,False
Sheldon,Mejia,529.03,True
Ismael,Jacobson,240.75,True
Michaela,Hunter,104.08,True
Rachel,Jensen,250.64,True
Aubree,Levine,718.54,True
Shawn,Archer,725.11,True
Payten,Barton,8.29,False
Dominique,Bowen,248.26,True
Porter,Estes,162.86,True
Cortez,Casey,6.02,False
Thalia,Woodard,173.49,True
Alison,Pittman,390.47,True
Brendon,Ford,146.35,True
Asa,Delgado,896.67,True
Dangelo,Skinner,946.32,True
Dillan,Hudson,585.47,True
Dominique,Aguirre,324.77,True
Audrey,Glenn,205.35,True
Jamari,Allison,585.82,True
Kelton,Manning,793.79,True
Roman,Gill,205.55,True
Emmalee,Levy,57.43,False
Marisa,Humphrey,941.78,True
